Scenario,Epoch,TrainAcc,TestAcc,Loss,CommFwdBytes,CommBwdBytes,ClientTimeFwd,ClientTimeBwd,ServerTimeFwd,ServerTimeBwd,CommTimeWall,TotalTime,PeakGPUMemMB
Std_1_5,48,69.2740,55.8300,1.0285,1638400000,1638400000,3.7412,8.2977,4.0460,6.1161,2.9532,25.1543,1059.35
Std_1_5,49,69.9220,55.9100,1.0098,1638400000,1638400000,3.8163,8.2628,4.1334,5.4695,2.9559,24.6380,1059.35
Std_1_5,50,70.3800,56.8900,0.9956,1638400000,1638400000,3.7841,8.2693,4.0887,5.4924,2.9476,24.5821,1059.35
DGL_1_1,1,5.5760,7.3300,8.5290,1638400000,0,6.1829,6.1829,6.3359,6.3359,1.7599,26.7975,761.45
DGL_1_1,2,10.7060,13.0100,7.6814,1638400000,0,6.8572,6.8572,6.3730,6.3730,1.7746,28.2350,761.45
DGL_1_1,3,14.4840,14.1200,7.2188,1638400000,0,6.1671,6.1671,6.3425,6.3425,1.7681,26.7872,761.45
DGL_1_1,4,17.1300,17.3500,6.8778,1638400000,0,6.2416,6.2416,6.4024,6.4024,1.7470,27.0349,761.45
DGL_1_1,5,19.4220,18.4900,6.5695,1638400000,0,6.9271,6.9271,6.3668,6.3668,1.7871,28.3749,761.45
DGL_1_1,6,22.0060,23.6500,6.3060,1638400000,0,6.5698,6.5698,6.3881,6.3881,1.8633,27.7791,761.45
DGL_1_1,7,24.2320,24.3600,6.0322,1638400000,0,6.1689,6.1689,6.3264,6.3264,1.8029,26.7935,761.45
DGL_1_1,8,27.1000,27.9100,5.7547,1638400000,0,6.2064,6.2064,6.3536,6.3536,1.7775,26.8975,761.45
DGL_1_1,9,29.4920,25.7800,5.5188,1638400000,0,6.9250,6.9250,6.4494,6.4494,1.9412,28.6900,761.45
DGL_1_1,10,31.6140,28.9500,5.3277,1638400000,0,6.2756,6.2756,6.3921,6.3921,1.7537,27.0891,761.45
DGL_1_1,11,33.5840,27.7700,5.1302,1638400000,0,6.4190,6.4190,6.4328,6.4328,1.8306,27.5343,761.45
DGL_1_1,12,35.3840,32.4900,4.9506,1638400000,0,6.8933,6.8933,6.3841,6.3841,1.7836,28.3383,761.45
DGL_1_1,13,37.1560,34.6800,4.7969,1638400000,0,6.1776,6.1776,6.3525,6.3525,1.7745,26.8347,761.45
DGL_1_1,14,38.6160,34.5300,4.6531,1638400000,0,6.1570,6.1570,6.3176,6.3176,1.7674,26.7167,761.45
DGL_1_1,15,40.5740,36.2700,4.5128,1638400000,0,6.5376,6.5376,6.3129,6.3129,1.7782,27.4791,761.45
DGL_1_1,16,41.8840,37.1600,4.3949,1638400000,0,6.7949,6.7949,6.4201,6.4201,1.9100,28.3401,761.45
DGL_1_1,17,43.0480,42.3800,4.2663,1638400000,0,7.2382,7.2382,6.4609,6.4609,1.9665,29.3648,761.45
DGL_1_1,18,44.5900,42.0300,4.1653,1638400000,0,6.1813,6.1813,6.3515,6.3515,1.7949,26.8606,761.45
DGL_1_1,19,45.7080,36.8600,4.0498,1638400000,0,7.1506,7.1506,6.4372,6.4372,1.9285,29.1042,761.45
DGL_1_1,20,46.8900,41.0200,3.9512,1638400000,0,6.3485,6.3485,6.4015,6.4015,1.7711,27.2711,761.45
DGL_1_1,21,48.3560,44.9900,3.8539,1638400000,0,6.2173,6.2173,6.3779,6.3779,1.7681,26.9586,761.45
DGL_1_1,22,49.0840,45.4200,3.7841,1638400000,0,6.1571,6.1571,6.3424,6.3424,1.7559,26.7549,761.45
DGL_1_1,23,50.4600,44.9500,3.6991,1638400000,0,6.4772,6.4772,6.3823,6.3823,1.7773,27.4963,761.45
DGL_1_1,24,50.8860,45.9900,3.6288,1638400000,0,6.2034,6.2034,6.3728,6.3728,1.7980,26.9504,761.45
DGL_1_1,25,52.2120,45.7800,3.5541,1638400000,0,6.4878,6.4878,6.4207,6.4207,1.7888,27.6058,761.45
DGL_1_1,26,52.9060,48.0100,3.4891,1638400000,0,6.2298,6.2298,6.3954,6.3954,1.7646,27.0149,761.45
DGL_1_1,27,53.7560,44.2300,3.4143,1638400000,0,6.1814,6.1814,6.3254,6.3254,1.7724,26.7859,761.45
DGL_1_1,28,54.5560,46.7000,3.3747,1638400000,0,6.3295,6.3295,6.3461,6.3461,1.7635,27.1146,761.45
DGL_1_1,29,55.3340,48.8400,3.3025,1638400000,0,6.2125,6.2125,6.3671,6.3671,1.7973,26.9566,761.45
DGL_1_1,30,55.7840,49.0500,3.2439,1638400000,0,6.4038,6.4038,6.4107,6.4107,1.8091,27.4382,761.45
DGL_1_1,31,56.5660,50.4400,3.1970,1638400000,0,6.2012,6.2012,6.3848,6.3848,1.7679,26.9400,761.45
DGL_1_1,32,57.1680,49.8100,3.1502,1638400000,0,6.1530,6.1530,6.3133,6.3133,1.7814,26.7138,761.45
DGL_1_1,33,57.8220,50.0500,3.1033,1638400000,0,6.1968,6.1968,6.3861,6.3861,1.7673,26.9330,761.45
DGL_1_1,34,58.2760,51.8000,3.0620,1638400000,0,7.2682,7.2682,6.4321,6.4321,1.9827,29.3835,761.45
DGL_1_1,35,58.8700,48.5800,3.0116,1638400000,0,6.1536,6.1536,6.3210,6.3210,1.7603,26.7094,761.45
DGL_1_1,36,59.5860,46.3500,2.9736,1638400000,0,7.2848,7.2848,6.4441,6.4441,1.9783,29.4360,761.45
DGL_1_1,37,60.1060,49.3200,2.9224,1638400000,0,6.2002,6.2002,6.3664,6.3664,1.7809,26.9140,761.45
DGL_1_1,38,60.6140,51.5300,2.8870,1638400000,0,7.1233,7.1233,6.3911,6.3911,1.8349,28.8638,761.45
DGL_1_1,39,61.0200,53.3400,2.8514,1638400000,0,7.2161,7.2161,6.3876,6.3876,1.9846,29.1920,761.45
DGL_1_1,40,61.4260,50.7900,2.8096,1638400000,0,6.1445,6.1445,6.3118,6.3118,1.7716,26.6842,761.45
DGL_1_1,41,61.8660,53.5700,2.7745,1638400000,0,6.5200,6.5200,6.3747,6.3747,1.8342,27.6236,761.45
DGL_1_1,42,62.6040,44.3200,2.7360,1638400000,0,6.1545,6.1545,6.3293,6.3293,1.7582,26.7258,761.45
DGL_1_1,43,62.9040,53.4400,2.7113,1638400000,0,6.6957,6.6957,6.4023,6.4023,1.8037,27.9997,761.45
DGL_1_1,44,63.1960,54.4100,2.6807,1638400000,0,6.2151,6.2151,6.4024,6.4024,1.7797,27.0147,761.45
DGL_1_1,45,64.1100,53.3000,2.6270,1638400000,0,7.2797,7.2797,6.4882,6.4882,1.7757,29.3114,761.45
DGL_1_1,46,64.4780,49.0600,2.6070,1638400000,0,6.4575,6.4575,6.5462,6.5462,1.8392,27.8466,761.45
DGL_1_1,47,64.8600,50.4600,2.5703,1638400000,0,6.8180,6.8180,6.5660,6.5660,1.8288,28.5967,761.45
DGL_1_1,48,65.2760,55.2600,2.5557,1638400000,0,6.4087,6.4087,6.5555,6.5555,1.8369,27.7653,761.45
DGL_1_1,49,65.5660,52.7700,2.5203,1638400000,0,6.4104,6.4104,6.5870,6.5870,1.8416,27.8364,761.45
DGL_1_1,50,66.0020,52.6600,2.4827,1638400000,0,6.7371,6.7371,6.5372,6.5372,1.8445,28.3931,761.45
Std_1_1,1,4.3060,7.3700,4.4330,1638400000,1638400000,4.2120,8.3800,4.5888,5.4729,1.9843,24.6380,1059.35
Std_1_1,2,10.3620,13.6500,3.8744,1638400000,1638400000,4.8685,8.3808,5.3037,5.4643,2.1025,26.1199,1059.35
Std_1_1,3,14.7160,17.2000,3.5914,1638400000,1638400000,3.6686,8.4715,4.0117,5.5994,1.8867,23.6378,1059.35
Std_1_1,4,18.1960,19.9000,3.3892,1638400000,1638400000,3.7501,8.4211,4.1040,5.5401,1.8652,23.6806,1059.35
Std_1_1,5,21.3200,23.7600,3.2043,1638400000,1638400000,3.8956,8.4387,4.2537,6.1878,1.9343,24.7101,1059.35
Std_1_1,6,24.3280,25.4500,3.0329,1638400000,1638400000,3.6591,8.4199,4.0001,5.5379,1.9143,23.5313,1059.35
Std_1_1,7,27.1240,25.9200,2.8840,1638400000,1638400000,3.7361,8.3322,4.0889,5.4257,1.8738,23.4567,1059.35
Std_1_1,8,29.4180,31.2900,2.7517,1638400000,1638400000,3.7201,8.4066,4.0659,5.5095,1.8797,23.5819,1059.35
Std_1_1,9,31.9860,31.2000,2.6367,1638400000,1638400000,3.7409,8.4474,4.0858,5.5647,1.8666,23.7053,1059.35
Std_1_1,10,34.2280,34.2500,2.5333,1638400000,1638400000,3.6815,8.4005,4.0203,5.4563,1.8952,23.4538,1059.35
Std_1_1,11,36.1900,35.1100,2.4397,1638400000,1638400000,3.7527,8.3536,4.1014,5.5175,1.9086,23.6338,1059.35
Std_1_1,12,38.2340,38.1500,2.3501,1638400000,1638400000,3.6741,8.4310,4.0140,5.5352,1.8702,23.5246,1059.35
Std_1_1,13,39.7500,38.6900,2.2632,1638400000,1638400000,3.6902,8.4230,4.0327,5.5352,1.8827,23.5638,1059.35
Std_1_1,14,41.4600,40.0600,2.1917,1638400000,1638400000,3.7385,8.3628,4.0816,5.7722,1.8740,23.8292,1059.35
Std_1_1,15,42.8320,40.5000,2.1243,1638400000,1638400000,4.0551,8.4068,4.4279,5.5091,1.9525,24.3514,1059.35
Std_1_1,16,44.1100,41.2100,2.0628,1638400000,1638400000,3.6657,8.4498,3.9947,5.5418,1.8918,23.5439,1059.35
Std_1_1,17,45.9780,41.4900,1.9980,1638400000,1638400000,3.7318,8.4093,4.0766,5.4962,1.8843,23.5983,1059.35
Std_1_1,18,47.0700,42.6800,1.9463,1638400000,1638400000,3.6748,8.3695,4.0044,5.4855,1.8994,23.4336,1059.35
Std_1_1,19,48.2680,43.1400,1.8946,1638400000,1638400000,4.2179,8.4618,4.6025,5.5571,1.9649,24.8042,1059.35
Std_1_1,20,49.7400,45.1500,1.8360,1638400000,1638400000,3.7007,8.4312,4.0472,5.9730,1.8678,24.0199,1059.35
Std_1_1,21,50.5360,45.9700,1.7890,1638400000,1638400000,4.0040,8.4131,4.3597,5.5344,1.9571,24.2683,1059.35
Std_1_1,22,51.7340,46.1300,1.7512,1638400000,1638400000,3.7596,8.3322,4.1023,5.4251,1.9003,23.5195,1059.35
Std_1_1,23,52.3160,46.2400,1.7117,1638400000,1638400000,3.6732,8.3836,4.0090,5.4776,1.8730,23.4164,1059.35
Std_1_1,24,53.5300,48.5900,1.6635,1638400000,1638400000,4.7323,8.5005,5.1574,5.5573,2.0921,26.0397,1059.35
Std_1_1,25,54.7400,49.0200,1.6189,1638400000,1638400000,3.8294,8.4605,4.1793,6.3667,1.9093,24.7451,1059.35
Std_1_1,26,55.5140,48.5800,1.5879,1638400000,1638400000,3.6993,8.4291,4.0393,5.5327,1.8983,23.5988,1059.35
Std_1_1,27,55.9600,49.6600,1.5653,1638400000,1638400000,3.7139,8.4032,4.0636,5.5131,1.8670,23.5608,1059.35
Std_1_1,28,57.0040,50.9300,1.5263,1638400000,1638400000,3.9034,8.4033,4.2603,5.5499,1.8792,23.9961,1059.35
Std_1_1,29,57.6060,49.8900,1.4914,1638400000,1638400000,3.8185,8.4801,4.1670,5.5899,1.9244,23.9799,1059.35
Std_1_1,30,58.6020,51.2700,1.4612,1638400000,1638400000,3.7167,8.4057,4.0673,5.5218,1.8848,23.5964,1059.35
Std_1_1,31,59.2620,52.0600,1.4308,1638400000,1638400000,3.8405,8.4118,4.1948,5.5123,1.9125,23.8719,1059.35
Std_1_1,32,59.7720,52.1500,1.4076,1638400000,1638400000,3.6659,8.3930,4.0054,5.5103,1.8692,23.4438,1059.35
Std_1_1,33,60.7800,52.3000,1.3708,1638400000,1638400000,3.9478,8.3770,4.3068,5.4906,1.9157,24.0380,1059.35
Std_1_1,34,61.1900,53.2500,1.3486,1638400000,1638400000,3.7582,8.3881,4.1037,5.4888,1.8661,23.6049,1059.35
Std_1_1,35,61.9860,51.4500,1.3158,1638400000,1638400000,3.7805,8.3836,4.1274,6.0770,1.9040,24.2726,1059.35
Std_1_1,36,62.7060,53.2100,1.2967,1638400000,1638400000,3.7691,8.4250,4.1132,5.7546,1.9016,23.9635,1059.35
Std_1_1,37,63.2100,53.9700,1.2695,1638400000,1638400000,3.9522,8.4273,4.3138,5.5186,1.9314,24.1433,1059.35
Std_1_1,38,63.5880,53.3300,1.2447,1638400000,1638400000,4.7431,8.4684,5.1686,5.5289,2.1010,26.0100,1059.35
Std_1_1,39,64.3900,52.7900,1.2271,1638400000,1638400000,3.6915,8.4056,4.0259,5.5308,1.8655,23.5194,1059.35
Std_1_1,40,65.1180,54.7800,1.2004,1638400000,1638400000,3.7502,8.3583,4.0931,5.4625,1.8797,23.5438,1059.35
Std_1_1,41,65.5640,53.5400,1.1845,1638400000,1638400000,3.7633,8.3481,4.0998,5.4164,1.9025,23.5301,1059.35
Std_1_1,42,66.2780,55.4900,1.1531,1638400000,1638400000,3.7348,8.4012,4.0761,5.4792,1.8770,23.5682,1059.35
Std_1_1,43,66.8400,52.8800,1.1344,1638400000,1638400000,3.6695,8.3946,3.9971,5.5043,1.8950,23.4606,1059.35
Std_1_1,44,67.1620,53.6000,1.1152,1638400000,1638400000,3.7339,8.3703,4.0803,5.4831,1.9291,23.5968,1059.35
Std_1_1,45,67.6180,55.3600,1.0976,1638400000,1638400000,3.7507,8.4361,4.0980,5.5592,1.8764,23.7204,1059.35
Std_1_1,46,68.0500,54.2900,1.0839,1638400000,1638400000,3.6654,8.4018,3.9951,5.5284,1.8734,23.4641,1059.35
Std_1_1,47,68.5460,54.0700,1.0581,1638400000,1638400000,3.7018,8.4379,4.0377,5.9659,1.8700,24.0132,1059.35
Std_1_1,48,68.9860,54.7500,1.0435,1638400000,1638400000,3.7418,8.4246,4.0884,5.5256,1.8982,23.6787,1059.35
Std_1_1,49,70.0940,54.9200,1.0128,1638400000,1638400000,4.2790,8.4221,4.6693,6.5896,1.9931,25.9531,1059.35
Std_1_1,50,70.3060,55.8000,1.0045,1638400000,1638400000,3.6809,8.3079,4.0194,5.4583,1.8905,23.3570,1059.35
